Id,NeighbourHood,Area,FloorLevel,Rooms,Age,Parking,StoreRoom,Elevator,Balcony,TotalFloors,DocumentType,Equipments,Facade,PricePerMeter,TotalPrice
9806,فاطمی خ انتصاریه,83,2,2,22,0,0,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,54216000,4500000000
9807,جشنواره خ زهدی,48,4,1,5,1,0,1,0,4,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,47080000,2260000000
9808,دیباجی جنوبی خ جوزی خ میثم,140,4,2,3,1,1,1,0,5,شخصي,"کولر,آسانسور,چیلر,گاز",ترکیبی,90000000,12600000000
9809,استاد معین بلوارنیاركی جنب ك لشگری پ 121,72,4,2,9,1,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,55555000,4000000000
9810,دولت خ قلندری,132,2,3,7,1,1,1,1,5,شخصي,"کولر,آسانسور,گاز",سنگ,100000000,13200000000
9811,اشرفی اصفهانی شهرك نفت,80,5,2,18,1,1,1,1,6,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,75000000,6000000000
9812,بلوارابوذر جنوبی خ ربذه شمالی ك مرادی,59,4,1,20,1,1,0,0,5,مسکوني,"کولر,حیاط,گاز",سنگ,38980000,2300000000
9813,ظفر زرگنده خ دلیری,100,5,2,0,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,80000000,8000000000
9814,نیروهوایی 30متری,122,1,3,6,1,1,1,1,4,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,54000000,6588000000
9815,بهارستان كوی حاجی باباشمیرانی پلاك 1 واحد9,51,3,1,3,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",ترکیبی,56870000,2900000000
9816,شیخ بهایی شمالی نرسیده به میدان پیروزان,150,3,3,11,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,75000000,11250000000
9817,پیروزی خ نبرد شمالی,48,4,1,7,0,0,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,36458000,1750000000
9818,تهران نو خ 30متری,68,2,1,18,0,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,39705000,2700000000
9819,هنگام كوی چهارم,40,4,1,17,0,1,0,0,4,قولنامه اي,"کولر,پکیج,گاز",سنگ,23750000,950000000
9820,مطهری خ لارستان,120,5,2,6,1,1,1,1,5,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,70000000,8400000000
9821,نظام آباد خ مدنی جنوبی خ بخشی فرد,53,4,1,5,1,1,1,0,4,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,34905000,1850000000
9822,نارمك خ گلستان,64,3,1,5,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",ترکیبی,65000000,4160000000
9823,بزرگراه محلاتی خ گل شناس نرسیده به بزرگراه امام علی ك گلخند پ 7,55,4,1,20,0,0,0,0,4,شخصي,"کولر,گاز",آجر,35454000,1950000000
9824,وحیدیه خ بخت آزاد,53,3,1,10,0,0,0,0,4,شخصي,"کولر,پکیج",سنگ,33962000,1800000000
9825,محمودیه خ تیر,240,2,3,7,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,166666000,40000000000
9826,جشنواره خ امین,60,1,1,25,1,1,0,0,3,شخصي,"کولر,گاز",سنگ,32000000,1920000000
9827,پیروزی خ شكوفه,117,5,3,0,1,1,1,1,5,شخصي,"کولر,آسانسور,پکیج",سنگ,65000000,7605000000
9828,خاوران خ خوب بخت خ سجادی نبش بن بست ولیعصر,108,1,2,0,1,1,1,1,4,دردست اقدام,"شوفاژ,کولر,آسانسور,پکیج",ترکیبی,25000000,2700000000
9829,خواجه نظام اجاره دار ك موثق,40,2,1,26,0,0,0,0,4,شخصي,"کولر,گاز",آجر سه سانت,37000000,1480000000
9830,خواجه نظام اجاره دار خ شیخ صفی,49,4,1,18,1,1,0,0,4,شخصي,"کولر,گاز",سنگ,35714000,1750000000
9831,خواجه نظام اجاره دار,42,3,1,22,0,1,0,1,4,شخصي,"کولر,گاز",آجر,34523000,1450000000
9832,ظفر خ ناجی خ فرزان خ نوربخش,120,5,2,0,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,115000000,13800000000
9833,بزرگراه رسالت چهارراه سرسبز خ آیت شمالی,73,2,2,30,1,1,0,0,3,شخصي,"شوفاژ,کولر,گاز",سنگ,67123000,4900000000
9834,پیروزی نرسیده به خ نجف پور غربی,82,3,2,11,1,0,0,1,4,شخصي,"کولر,گاز",سنگ,40853000,3350000000
9835,پیروزی نرسیده به خ دهم فروردین,55,1,2,8,0,0,0,1,4,شخصي,"شوفاژ,کولر,پکیج,گاز",سنگ,42181000,2320000000
9836,دزاشیب خ واعظی ك بام,126,2,3,15,1,1,1,1,3,شخصي,"کولر,آسانسور,گاز",سنگ,91269000,11500000000
9837,اشرفی اصفهانی سیمون بولیوار,98,2,2,0,1,1,1,1,11,شخصي,"فن کوئر,آسانسور,گاز",سنگ,70000000,6860000000
9838,پیروزی نرسیده به خ شكوفه,150,3,3,8,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,38000000,5700000000
9839,پیروزی نرسیده به خ خشكبارچی,164,5,3,7,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,40000000,6560000000
9840,تهرانپارس خ 192غربی,180,5,3,0,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,85000000,15300000000
9841,تهران نو نرسیده به خ هاشمی,121,0,2,0,1,1,1,1,6,شخصي,"کولر,آسانسور,گاز",سنگ,64460000,7800000000
9842,دیباجی جنوبی نرسیده به خ ارغوان,125,2,3,26,1,1,0,1,3,شخصي,"شوفاژ,کولر,گاز",آجر,85000000,10625000000
9843,بلوارابوذر جنوبی بالاتراز پل پنجم,59,1,1,12,1,1,0,0,4,شخصي,"کولر,گاز",سنگ,47450000,2800000000
9844,دولت سه راه نشاط,62,3,1,15,0,1,0,0,3,شخصي,"شوفاژ,کولر,گاز",سنگ,70967000,4400000000
9845,پیروزی نرسیده به خ پرستارشمالی,58,3,2,12,1,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,46206000,2680000000
9846,تهرانپارس خ 190,52,4,1,12,0,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",ترکیبی,46730000,2430000000
9847,پونك سردارجنگل خ مخابرات,83,4,2,20,1,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,46746000,3880000000
9848,پیروزی نرسیده به خ پرستار,134,4,3,5,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,49253000,6600000000
9849,نوبنیاد خ كبكان,125,3,2,0,1,1,1,1,6,شخصي,"کولر,آسانسور,گاز",سنگ,108000000,13500000000
9850,شهران شمالی فلكه سوم,110,11,2,20,1,1,1,1,11,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,58636000,6450000000
9851,تهرانپارس بین اردیبهشت و باقری,50,1,1,12,1,1,1,0,5,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,53000000,2650000000
9852,هنگام شمیران نو خ نونوارغربی,55,0,1,26,0,1,0,0,4,قولنامه اي,"کولر,گاز",سنگ,16370000,900000000
9853,بلوار ابوذر جنوبی پل ششم  خ مسلم جنوبی ك 16 پ 16واحد 7,72,4,2,21,0,1,0,1,4,شخصي,"کولر,گاز",سنگ و شيشه,30000000,2160000000
9854,تهرانپارس فلكه اول خ حسینی,140,2,3,30,1,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,160000000,9120000000
9855,هنگام خ استقلال,73,2,1,14,0,0,0,0,2,شخصي,"کولر,گاز",سنگ,36980000,2700000000
9856,هنگام خ فتحی خ درویش,60,3,1,12,1,0,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,51660000,3100000000
9857,بهارستان ك نظامیه ك سیرفی پور,86,2,2,30,0,0,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,49000000,4214000000
9858,اقدسیه خ موحددانش,125,2,3,15,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,84000000,10500000000
9859,تهران نو میدان چایچی,46,1,0,18,1,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,54347000,2500000000
9860,فرجام خ حیدرخانی,60,4,1,6,0,1,1,0,4,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,53333000,3200000000
9861,فرجام غربی خ عبادی جنوبی,73,5,2,24,0,1,1,1,8,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سيمان,42500000,3102500000
9862,جمهوری نرسیده به اسكندری خ گلشن شمالی بن بست رسولی پلاك 9 واحد8,60,3,1,17,0,1,0,0,4,شخصي,"کولر,گاز",سنگ,40000000,2400000000
9863,هنگام چهارراه استقلال,93,1,2,16,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,47310000,4400000000
9864,نیرو هوایی خ سوم,83,1,2,23,0,1,0,1,4,منگوله دار,"شوفاژ,کولر,حیاط,زیر زمین",سنگ,44000000,3652000000
9865,پیروزی خ شیوا,73,3,2,9,0,0,0,0,3,شخصي,"کولر,گاز",سنگ,27397000,2000000000
9866,پیروزی خ محوی,120,2,2,0,0,1,1,1,6,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,40000000,4800000000
9867,تهرانپارس پروین خ شادالوئی,99,1,2,5,0,1,1,1,4,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,42430000,4200000000
9868,پیروزی بلوارابوذر بین پل دوم و سوم,58,1,1,15,0,1,1,0,5,شخصي,"کولر,آسانسور,گاز",گرانيت,41379000,2400000000
9869,پیروزی نرسیده به چهارراه كوكاكولا,65,3,2,15,0,0,0,1,4,شخصي,"شوفاژ,کولر,پکیج,گاز",سنگ,36615000,2380000000
9870,تهران نو خ شورا,58,4,2,19,1,1,1,1,4,شخصي,"شوفاژ,کولر,آسانسور",سنگ,44827000,2600000000
9871,قنات كوثر خ نهم,82,1,2,11,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,57320000,4700000000
9872,فرجام خ عبادی,71,3,1,11,0,0,1,0,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,41408000,2940000000
9873,طرشت شمالی خ فرهاد حسینی,125,5,2,0,0,0,1,1,5,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,55000000,6875000000
9874,پیروزی میدان شكوفه,148,2,2,2,1,1,1,1,6,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,36000000,5328000000
9875,شهرآرا خ امام منتظر,53,1,1,10,0,0,1,0,4,شخصي,"شوفاژ,کولر,آسانسور",سنگ,66153000,4300000000
9876,نیرو هوایی خ سوم,92,4,2,20,1,1,1,1,5,شخصي,"کولر,آسانسور,گاز",سنگ,56304000,5180000000
9877,شهرك غرب بلوارفرحزادی نرسیده به نیایش,116,6,2,0,1,1,1,1,6,شخصي,"کولر,آسانسور,استخر,سونا,جکوزی,گاز",سنگ,97000000,11252000000
9878,جشنواره خ امین,77,4,2,5,1,1,1,0,5,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,33760000,2600000000
9879,اتوبان بابایی شهرك بهشتی,110,4,2,20,1,1,1,1,7,تعاوني,"شوفاژ,آسانسور,گاز",سنگ,51810000,5700000000
9880,تهرانپارس بین فلكه دوم وسوم خ 186,204,2,3,1,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,100000000,20400000000
9881,تهرانپارس بین فلكه دوم وسوم 188,285,1,4,0,1,1,1,1,5,شخصي,"آسانسور,گاز",سنگ,85000000,24225000000
9882,تهرانپارس خ ایزدپناه,152,6,3,2,1,1,1,1,6,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,65000000,9880000000
9883,میدان امام حسین خ صفاشرقی,50,3,1,20,0,1,0,0,5,شخصي,"کولر,گاز",سنگ,29000000,1450000000
9884,بلوار ابوذرجنوبی پل ششم خ بهشتی ك 23 پ 5,111,5,2,12,1,1,1,1,5,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,36036000,4000000000
9885,جشنواره خ احسان,55,2,1,7,0,0,0,0,4,قولنامه اي,"کولر,گاز",سنگ,20900000,1150000000
9886,پیروزی نرسیده به خ مقداد,107,3,2,6,1,1,1,1,6,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,55000000,5885000000
9887,نارمك میدان 92,52,3,1,7,0,1,1,1,4,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,53846000,2800000000
9888,پیروزی نرسیده به خ كرمان,73,2,2,0,1,0,1,1,4,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,38356000,2800000000
9889,ایران خ گل محمدی,237,3,4,0,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",ترکیبی,55000000,13035000000
9890,پیروزی نرسیده به خ شكوفه,70,1,2,30,0,0,0,1,5,شخصي,"شوفاژ,کولر,گاز",سنگ,33571000,2350000000
9891,جشنواره خ زهدی خ طباطبائی,63,4,1,30,0,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,23800000,1500000000
9892,پیروزی نرسیده به خ 21متری دهقان,84,2,2,20,0,1,0,0,2,شخصي,"کولر,گاز",سنگ,51190000,4300000000
9893,بلوار ابوذرجنوبی نرسیده به پل ششم ك  تیغ بن ك لاله 1 پلاك 44,60,5,2,19,0,1,1,1,5,شخصي,"کولر,آسانسور,گاز",سنگ,38330000,2300000000
9894,استادمعین خ طوس بین استاد معین و 21متری جی كوچه شهید كاشی پلاك 8,90,4,2,15,0,0,0,1,4,شخصي,"کولر,پکیج,گاز",سنگ,37500000,3375000000
9895,دلاوران خ تكاوران,46,1,1,20,0,0,0,0,2,شخصي,"کولر,گاز",سنگ,51080000,2350000000
9896,هنگام شمیران نو خ دهم غربی,60,2,1,13,0,0,0,1,4,قولنامه اي,"کولر,گاز",سنگ,19670000,1180000000
9897,بهارستان خ اعلائی خ حاجی شعبان كوچه ناصر پلاك 4,72,2,2,12,0,0,1,0,4,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,34720000,2500000000
9898,تهرانپارس بین خ 135 و137,102,2,2,6,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,پکیج,گاز",سنگ,42000000,4284000000
9899,پاسداران خ بهستان یكم,311,1,4,8,1,1,1,1,5,شخصي,"کولر,فن کوئر,آسانسور,چیلر,گاز",سنگ,100000000,31100000000
9900,قزوین بالاتراز خ غفاری ك حجت الله موسیوند بن بست اطهر پلاك 2 واحد7,67,4,1,20,0,1,0,1,4,شخصي,"کولر,گاز",آجر سه سانت,29850000,2000000000
9901,دولت خ محسنیان,192,3,3,30,1,1,1,1,6,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,65000000,12480000000
9902,ستاری پیامبر مركزی,70,10,1,0,1,1,1,1,24,شخصي,"کولر,آسانسور,چیلر,گاز",ترکیبی,65000000,4550000000
9903,مطهری خ سلیمان خاطر,72,3,2,30,1,0,0,1,3,شخصي,"کولر,گاز",سنگ,45833000,3300000000
9904,پونك ایران زمین جنوبی,74,2,2,19,0,1,0,0,5,شخصي,"شوفاژ,کولر,گاز",آجر,48648000,3600000000
9905,تهرانپارس فلكه اول خ 132,142,5,3,1,1,1,1,1,6,شخصي,"کولر,آسانسور,گاز",سنگ,76310000,10837000000
9906,تهران پارس خ 206 غربی,71,5,1,10,1,1,1,0,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,54920000,3900000000
9907,بلوار ابوذر جنوبی خ مسلم شمالی ك مكتب دار پ 3 واحد 4,63,2,1,25,1,1,0,0,4,شخصي,"کولر,گاز",آجر سه سانت,43650000,2750000000
9908,اشرفی اصفهانی خ طالقانی,86,4,2,19,1,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,56046000,4820000000
9909,هنگام نرسیده به 30 متری دوم,36,0,1,19,1,1,1,0,5,شخصي,"کولر,آسانسور,گاز",سنگ,50000000,1800000000
9910,قنات كوثر 20متری مسجد,80,3,2,10,1,1,1,1,5,شخصي,"کولر,آسانسور,گاز",سنگ,57500000,4600000000
9911,تهران نو نرسیده به فلكه چایچی,123,4,2,21,1,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,37398000,4600000000
9912,پیروزی نرسیده به خ  21متری دهقان,38,2,1,5,0,0,1,0,4,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,48684000,1850000000
9913,هنگام چهارراه استقلال خ 16 متری,65,3,2,18,1,1,1,1,5,شخصي,"کولر,آسانسور,مستخدم,گاز",سنگ,40769000,2650000000
9914,دلاوران تكاوران,66,2,1,14,1,1,0,0,3,شخصي,"شوفاژ,کولر,گاز",سنگ,53030000,3500000000
9915,پیروزی بلوار ابوذر,55,3,1,16,0,0,1,0,5,شخصي,"کولر,آسانسور,گاز",سنگ,40181000,2210000000
9916,طرشت میدان سما,62,1,2,17,1,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,54838000,3400000000
9917,پیروزی نرسیده به خ شكوفه,60,3,1,20,0,0,0,0,3,شخصي,"کولر,گاز",سنگ,30000000,1800000000
9918,یوسف آباد خ مدبر,146,3,3,3,1,1,1,1,5,شخصي,"شوفاژ,فن کوئر,آسانسور",ترکیبی,119863000,17500000000
9919,جشنواره خ جعفرپناه,80,4,2,20,0,1,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,35000000,2800000000
9920,پیروزی نرسیده به خ نبردشمالی,80,3,2,14,0,1,0,1,4,شخصي,"کولر,گاز",سنگ,34375000,2750000000
9921,بزرگراه محلاتی خ كیانی ك پوردكان پ 44,50,1,2,8,0,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,36000000,1800000000
9922,تهران پارس بین 105و103,100,4,2,20,1,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,48000000,4800000000
9923,تهران پارس بین 105و103,75,3,2,20,1,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,50000000,3750000000
9924,تهران پارس خ 116,67,2,1,18,0,0,0,0,4,شخصي,"شوفاژ,کولر,گاز",سنگ,53730000,3600000000
9925,جشنواره خ زهدی,47,6,1,5,1,1,1,0,6,قولنامه اي,"شوفاژ,کولر,آسانسور,گاز",سنگ,33400000,1570000000
9926,وحیدیه نرسیده به ك سعیدی,57,1,1,20,1,1,0,0,4,شخصي,"کولر,حیاط خلوت,گاز",سنگ,43859000,2500000000
9927,خواجه نظام اجاره دار خ شیخ صفی,40,2,1,20,0,0,0,0,4,شخصي,"کولر,گاز",سنگ,40000000,1600000000
9928,میدان امام حسین خ منتظری خ مرتجائی,55,3,1,20,0,1,0,1,4,شخصي,"شوفاژ,کولر,گاز",سنگ,26363000,1450000000
9929,تهران نو نرسیده به مسیل جاجرود,53,2,1,19,0,1,1,1,5,شخصي,"کولر,آسانسور,گاز",سنگ,45849000,2430000000
9930,صادقیه فلكه اول,100,3,3,20,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,58000000,5800000000
9931,شهرك غرب خ دادمان,160,3,3,30,1,1,1,1,4,تعاوني,"شوفاژ,کولر,آسانسور,گاز",آجر سه سانت,75000000,12000000000
9932,پیروزی نرسیده به خ دریاباری,134,4,2,3,1,1,1,1,5,شخصي,"کولر,آسانسور,پکیج,گاز",سنگ,43000000,5762000000
9933,بلوار فردوس غرب خ بهارجنوبی,47,0,2,19,1,1,1,1,5,شخصي,"شوفاژ,کولر,آسانسور,گاز",سنگ,80850000,3700000000
9934,تهران پارس نرسیده به خ 184 غربی,112,2,2,6,1,1,1,1,5,شخصي,"کولر,آسانسور,پکیج",تراورتن,55803000,6250000000
9935,بزرگراه محلاتی خ شهمیرزادی ك  دیانی,72,1,2,17,0,1,1,1,4,شخصي,"کولر,آسانسور,گاز",سنگ,34722000,2500000000
